policy,num_robots,width,height,root_seed,map_seed,spawn_seed,dynamics_seed,comms_seed,policy_seed,runner_policy_seed,map_name,requested_density,realized_density,free_cells,completed,final_coverage,ticks,max_ticks,ticks_to_50,ticks_to_90,ticks_to_95,ticks_to_100,successful_moves,wall_blocked,conflicts,redundancy,comms_enabled,comms_drop_prob,messages_attempted,messages_delivered,messages_dropped,bytes_attempted,bytes_delivered,bytes_dropped
move_toward_unknown_bfs,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,False,0.8478260869565217,1500,1500,6,,,,58,0,5942,0.42105263157894735,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.782608695652174,1500,1500,6,,,,52,0,5948,0.8846153846153846,False,0.0,0,0,0,0,0,0
move_toward_unknown_bfs,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,False,0.8913043478260869,1500,1500,4,,,,46,0,5954,0.625,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,True,1.0,59,1500,9,36,38,59,118,0,0,0.6413043478260869,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.41304347826086957,1500,1500,,,,,26,0,2974,0.5641025641025641,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,True,1.0,81,1500,11,42,79,81,162,0,0,0.9565217391304348,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.45652173913043476,1500,1500,,,,,30,0,2970,0.4666666666666667,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,True,1.0,23,1500,3,14,16,23,92,0,0,0.7692307692307693,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,True,1.0,35,1500,5,31,33,35,132,0,8,1.5108695652173914,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,True,1.0,48,1500,4,44,46,48,114,0,78,0.8695652173913043,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,False,0.9782608695652174,1500,1500,10,21,22,,68,0,2932,0.10989010989010989,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,nested_rooms,0.31,0.31,69,False,0.8260869565217391,1500,1500,4,,,,184,0,5816,2.3214285714285716,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,0,3757552657,673228719,3241444873,3685993406,2968811710,0,comb,0.54,0.54,46,False,0.41304347826086957,1500,1500,,,,,20,0,2980,0.1282051282051282,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,False,0.8260869565217391,1500,1500,12,,,,68,0,2932,0.36904761904761907,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,3,819382448,1645421708,3451799802,118549108,2613022947,0,comb,0.54,0.54,46,True,1.0,41,1500,9,20,21,41,82,0,0,0.20652173913043478,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,True,1.0,55,1500,17,41,43,55,110,0,0,0.5604395604395604,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,2,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.8260869565217391,1500,1500,11,,,,64,0,2936,0.15476190476190477,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,1,1641411168,1454127163,2749604155,3056722145,3964924996,0,comb,0.54,0.54,46,True,1.0,26,1500,5,22,24,26,85,0,19,0.6413043478260869,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,True,1.0,17,1500,5,14,16,17,68,0,0,0.5652173913043478,False,0.0,0,0,0,0,0,0
coordinated_frontier_greedy,4,10,10,2,2001025171,2240297063,1311118443,2854122131,3141116543,0,comb,0.54,0.54,46,False,0.8043478260869565,1500,1500,4,,,,88,0,5912,0.691358024691358,False,0.0,0,0,0,0,0,0
coordinated_frontier_hungarian,4,10,10,4,367776961,3166742020,1587198119,759788228,1874364848,0,comb,0.54,0.54,46,True,1.0,18,1500,4,15,16,18,72,0,0,0.7717391304347826,False,0.0,0,0,0,0,0,0
